state,state_name,condition_category,condition_specific,responder_type,presumption_type,presumption_exists,rebuttable,years_service_required,pre_employment_exam_required,post_termination_months,post_termination_formula,discovery_during_employment_required,filing_deadline_notes,tobacco_exclusion,statute_citation,source_url,notes,needs_verification,iaff_url,data_retrieved
HI,Hawaii,cardiovascular,disease of the heart,firefighter,statute,TRUE,TRUE,NA,TRUE,NA,NA,NA,NA,NA,Haw. Rev. Stat. § 88-79,https://law.justia.com/codes/hawaii/title-7/chapter-88/section-88-79/,"Applies for service-connected disability retirement. Presumption requires that entry physical exam failed to reveal any evidence of the condition. Inhalation of smoke, toxic gases, chemical fumes, and other toxic vapors shall be construed as injury received in performance of duty.",NA,https://www.iaff.org/presumptive-health/hi/,2026-05-23
HI,Hawaii,cardiovascular,disease of the heart,law_enforcement,statute,TRUE,TRUE,NA,TRUE,NA,NA,NA,NA,NA,Haw. Rev. Stat. § 88-79,https://law.justia.com/codes/hawaii/title-7/chapter-88/section-88-79/,Statute explicitly covers police officers. Presumption requires that entry physical exam failed to reveal any evidence of the condition.,NA,https://www.iaff.org/presumptive-health/hi/,2026-05-23
HI,Hawaii,respiratory,disease of the lungs or respiratory system,firefighter,statute,TRUE,TRUE,NA,TRUE,NA,NA,NA,NA,NA,Haw. Rev. Stat. § 88-79,https://law.justia.com/codes/hawaii/title-7/chapter-88/section-88-79/,"Applies for service-connected disability retirement. Presumption requires that entry physical exam failed to reveal any evidence of the condition. Inhalation of smoke, toxic gases, chemical fumes construed as occupational hazard.",NA,https://www.iaff.org/presumptive-health/hi/,2026-05-23
HI,Hawaii,respiratory,disease of the lungs or respiratory system,law_enforcement,statute,TRUE,TRUE,NA,TRUE,NA,NA,NA,NA,NA,Haw. Rev. Stat. § 88-79,https://law.justia.com/codes/hawaii/title-7/chapter-88/section-88-79/,Statute explicitly covers police officers. Presumption requires that entry physical exam failed to reveal any evidence of the condition.,NA,https://www.iaff.org/presumptive-health/hi/,2026-05-23
IA,Iowa,cancer,"All cancer types (any group of diseases involving abnormal cell growth with the potential to invade or spread to other parts of the body, per § 411.1(6) as amended by HF 969, eff. June 6, 2025; previously limited to 14 enumerated types)",firefighter,statute,TRUE,TRUE,NA,TRUE,NA,NA,NA,NA,NA,Iowa Code § 411.6(5); § 411.1(6),https://www.legis.iowa.gov/docs/code/2026/411.6.pdf,"Cancer defined by § 411.1(6). Presumed contracted while on active duty as a result of that duty. Pre-existing conditions known at membership commencement (on or after July 1, 1992) are excluded. HF 969 (signed June 6, 2025, effective June 6, 2025) amended § 411.1(6) to expand the definition of 'cancer' from 14 enumerated types to all cancer types across all three Iowa retirement systems (MFPRSI, PORS, IPERS).",NA,https://www.iaff.org/presumptive-health/ia/,2026-05-23
IA,Iowa,cancer,"All cancer types (per § 97A.1(6) as amended by HF 969, eff. June 2025)",law_enforcement,pension,TRUE,TRUE,NA,FALSE,NA,NA,FALSE,NA,NA,Iowa Code § 97A.1(6) (PORS — state peace officers),https://www.legis.iowa.gov/docs/code/2025/97A.1.pdf,"NOTE: Iowa's cancer coverage for law enforcement runs through the Public Officers' Retirement System (PORS) as a pension disability presumption, not the WC system. Iowa Public Officers' Retirement System (PORS) pension disability presumption for Iowa State Patrol, DCI, Narcotics Enforcement, State Fire Marshal, and Capitol Police officers. Pension-track disability presumption — NOT a workers' compensation presumption. HF 969 (eff. June 2025) expanded cancer definition from enumerated list to all cancer types. Coverage of heart/respiratory/infectious under PORS is unconfirmed — flagged for verification.",Confirm PORS tracks for heart/respiratory/infectious disease under § 97A; confirm HF 969 applies to PORS track same as MFPRSI track,https://www.iaff.org/presumptive-health/ia/,2026-06-04
IA,Iowa,cardiovascular,heart disease,firefighter,statute,TRUE,TRUE,NA,TRUE,NA,NA,NA,NA,NA,Iowa Code § 411.6(5),https://www.legis.iowa.gov/docs/code/2026/411.6.pdf,"Presumed contracted while on active duty as a result of strain. Pre-existing conditions known at membership commencement (on or after July 1, 1992) are excluded. Applies only to Chapter 411 retirement system members (police and firefighters in cities). Covers firefighters who passed regular civil service examination.",NA,https://www.iaff.org/presumptive-health/ia/,2026-05-23
IA,Iowa,respiratory,any disease of the lungs or respiratory tract,firefighter,statute,TRUE,TRUE,NA,TRUE,NA,NA,NA,NA,NA,Iowa Code § 411.6(5),https://www.legis.iowa.gov/docs/code/2026/411.6.pdf,"Presumed contracted while on active duty as result of inhalation of noxious fumes, poison, or gases. Pre-existing conditions known at membership commencement (on or after July 1, 1992) are excluded.",NA,https://www.iaff.org/presumptive-health/ia/,2026-05-23
IA,Iowa,infectious,"HIV/AIDS, all strains of hepatitis, meningococcal meningitis, mycobacterium tuberculosis",firefighter,statute,TRUE,TRUE,NA,TRUE,NA,NA,NA,NA,NA,Iowa Code § 411.6(5); § 411.1(11),https://www.legis.iowa.gov/docs/code/2026/411.6.pdf,"Infectious disease defined by § 411.1(11). Presumed contracted while on active duty as a result of that duty. Pre-existing conditions known at membership commencement (on or after July 1, 1992) are excluded.",NA,https://www.iaff.org/presumptive-health/ia/,2026-05-23
ID,Idaho,cancer,"brain cancer (10 yrs), bladder cancer (12 yrs), kidney cancer (15 yrs), colorectal cancer (10 yrs), non-Hodgkin's lymphoma (15 yrs), leukemia (5 yrs), mesothelioma (10 yrs), testicular cancer (5 yrs, age <40), breast cancer (5 yrs, age <40), esophageal cancer (10 yrs), multiple myeloma (15 yrs)",firefighter,statute,TRUE,TRUE,5,TRUE,120,NA,FALSE,Presumption does not apply to any disease diagnosed more than 10 years following the last date on which the firefighter actually worked as a firefighter,TRUE,Idaho Code § 72-438 (firefighter occupational diseases subsection),https://legislature.idaho.gov/statutesrules/idstat/Title72/T72CH4/SECT72-438/,Each cancer type has its own minimum years-of-service threshold (5-15 years). 'Firefighter' = employee whose primary duty is extinguishing or investigating fires. Pre-employment medical screening exam must not have revealed the disease. Presumption is rebuttable by substantial evidence. Post-termination window is 10 years (120 months) from last date worked. Tobacco exclusion: presumption does not apply if firefighter or firefighter's cohabitant has regularly and habitually used tobacco products for 10+ years prior to diagnosis. Testicular cancer: age <40 and no evidence of anabolic steroids or human growth hormone use. Breast cancer: age <40 without breast cancer genetic predisposition.,NA,https://www.iaff.org/presumptive-health/id/,2026-05-23
ID,Idaho,cardiovascular,cardiovascular or pulmonary diseases,firefighter,statute,TRUE,NA,4,NA,NA,NA,NA,NA,NA,Idaho Code § 72-438,https://legislature.idaho.gov/statutesrules/idstat/Title72/T72CH4/SECT72-438/,"Covers paid firemen employed by a municipality, village or fire district as regular members. Caused by overexertion in times of stress or danger OR by proximate exposure OR cumulative exposure over 4+ years to heat, smoke, chemical fumes or toxic gases. Applies to paid firefighters only (not volunteers). Covered diseases are not subject to the limitations of § 72-439.",NA,https://www.iaff.org/presumptive-health/id/,2026-05-23
ID,Idaho,respiratory,pulmonary or respiratory diseases,firefighter,statute,TRUE,NA,4,NA,NA,NA,NA,NA,NA,Idaho Code § 72-438,https://legislature.idaho.gov/statutesrules/idstat/Title72/T72CH4/SECT72-438/,"Covers paid firemen employed by municipality, village or fire district as regular members. Caused by overexertion or cumulative exposure over 4+ years to heat, smoke, chemical fumes or toxic gases. Paid firefighters only.",NA,https://www.iaff.org/presumptive-health/id/,2026-05-23
ID,Idaho,infectious,"AIDS, AIDS related complexes (ARC), other manifestations of HIV infection, infectious hepatitis viruses, tuberculosis",firefighter,statute,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,Idaho Code § 72-438,https://legislature.idaho.gov/statutesrules/idstat/Title72/T72CH4/SECT72-438/,"Applies to occupations involving exposure to human blood or body fluids, which encompasses firefighters. No specific service minimum stated for this provision.",NA,https://www.iaff.org/presumptive-health/id/,2026-05-23
ID,Idaho,mental,post-traumatic stress injury (PTSD or PTSI per DSM-5),firefighter,statute,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,Idaho Code § 72-451(4)-(6),https://legislature.idaho.gov/statutesrules/idstat/Title72/T72CH4/SECT72-451/,"Requires diagnosis by a psychologist, licensed psychiatrist, or counselor trained in PTSI, along with clear and convincing evidence that the injury was caused by an event or events arising out of employment. Applies to firefighters as defined in §§ 59-1391(f) and 72-1403(A), for dates of injury or manifestation on or after July 1, 2019. The law originally included a sunset clause set for July 1, 2023, but that sunset was repealed before it ever took effect (2023 HB 18, effective July 1, 2023). PTSD/PTSI compensability under § 72-451 is now permanent -- there is no sunset in the statute today.",NA,https://www.iaff.org/presumptive-health/id/,2026-05-23
ID,Idaho,mental,post-traumatic stress injury (PTSD or PTSI per DSM-5),emt_paramedic,statute,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,Idaho Code § 72-451(4)-(6),https://legislature.idaho.gov/statutesrules/idstat/Title72/T72CH4/SECT72-451/,"Applies to EMS providers certified under §§ 56-1011 through 56-1018B and ambulance-based clinicians. Requires a PTSI diagnosis supported by clear and convincing evidence. Coverage applies to dates of injury or manifestation on or after July 1, 2019. The law originally included a sunset clause set for July 1, 2023, but that sunset was repealed before it ever took effect (2023 HB 18, effective July 1, 2023). PTSD/PTSI compensability under § 72-451 is now permanent -- there is no sunset in the statute today.",NA,https://www.iaff.org/presumptive-health/id/,2026-05-23
ID,Idaho,mental,post-traumatic stress injury (PTSD or PTSI per DSM-5),law_enforcement,statute,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,Idaho Code § 72-451(4)-(6),https://legislature.idaho.gov/statutesrules/idstat/Title72/T72CH4/SECT72-451/,"Applies to peace officers (city, county, and Idaho state police) as defined in § 19-5101(d). Requires a PTSI diagnosis supported by clear and convincing evidence. Coverage applies to dates of injury or manifestation on or after July 1, 2019. The law originally included a sunset clause set for July 1, 2023, but that sunset was repealed before it ever took effect (2023 HB 18, effective July 1, 2023). PTSD/PTSI compensability under § 72-451 is now permanent -- there is no sunset in the statute today.",NA,https://www.iaff.org/presumptive-health/id/,2026-05-23
IL,Illinois,cancer,"disabling cancer that may be caused by exposure to heat, radiation, or a known carcinogen as defined by IARC",firefighter,statute,TRUE,TRUE,5,TRUE,NA,NA,TRUE,Cancer must develop or manifest during period while firefighter is in service (pension provisions). 5-year minimum at time of filing Application for Adjustment of Claim (WC/OD Acts).,NA,40 ILCS 5/4-110.1; 40 ILCS 5/6-151.1; 820 ILCS 305; 820 ILCS 310,https://www.ilga.gov/Documents/legislation/ilcs/documents/004000050K4-110.1.htm,"Cancer type must be one that may be caused by exposure to heat, radiation, or a known IARC carcinogen (4-110.1 and WC/OD Acts). Pre-employment exam: if exam discloses existence of cancer, firefighter loses entitlement until subsequent exam shows no cancer. Article 6 (cities over 500K) requires 7 years. CLARIFICATION (2026-07-02 research): the IARC-linked-carcinogen requirement applies to the pension track (40 ILCS 5/4-110.1, 6-151.1) only. The parallel WC/Occupational Diseases Act track (820 ILCS 305, 310) presumes any cancer type without requiring proof of a specific IARC-classified carcinogen link — a real cross-track standard difference that the existing note above does not distinguish.",NA,https://www.iaff.org/presumptive-health/il/,2026-05-23
IL,Illinois,cancer,"cancer caused by exposure to heat, radiation, or IARC-defined carcinogen",emt_paramedic,statute,TRUE,TRUE,5,NA,NA,NA,NA,5-year minimum at time of filing Application for Adjustment of Claim.,NA,820 ILCS 305; 820 ILCS 310,https://www.ilga.gov/Documents/legislation/ilcs/documents/082003050K6.htm,"Covers EMT, EMT-I, A-EMT, and paramedic. Private-employer/medical-transfer exclusion applies.",NA,https://www.iaff.org/presumptive-health/il/,2026-05-23
IL,Illinois,cardiovascular,"heart disease, stroke",firefighter,statute,TRUE,TRUE,5,TRUE,NA,NA,TRUE,Presumption does not apply to employees with less than 5 years at time of filing Application for Adjustment of Claim with IL WCC (820 ILCS 305/310). Pension provisions require disease to develop/manifest during active service.,NA,"40 ILCS 5/4-110.1 (municipalities 500,000 and under); 40 ILCS 5/6-151.1 (cities over 500,000); 820 ILCS 305 (Workers' Compensation Act); 820 ILCS 310 (Workers' Occupational Diseases Act)",https://www.ilga.gov/Documents/legislation/ilcs/documents/004000050K4-110.1.htm,"Pension provisions (40 ILCS 5/4-110.1 and 6-151.1) require 5 years (Article 4) or 7 years (Article 6) of service, active status, and disease to manifest during service. Article 4 applies to municipalities 500K and under; Article 6 to cities over 500K (7-year minimum). WC/OD Acts (820 ILCS 305/310) require 5 years employment at time of filing Application for Adjustment of Claim. Pre-employment exam required under pension provisions: if exam shows impairment, firefighter loses entitlement until subsequent exam shows no impairment.",NA,https://www.iaff.org/presumptive-health/il/,2026-05-23
IL,Illinois,cardiovascular,"heart or vascular disease or condition, hypertension",emt_paramedic,statute,TRUE,TRUE,5,NA,NA,NA,NA,5-year minimum at time of filing Application for Adjustment of Claim with IL WCC.,NA,820 ILCS 305; 820 ILCS 310,https://www.ilga.gov/Documents/legislation/ilcs/documents/082003050K6.htm,"WC/OD Acts cover EMT, EMT-I, A-EMT, and paramedic. Exclusion: presumption does NOT apply to EMT/A-EMT/paramedic employed by a private employer if the employee spends the preponderance of work time engaged in medical transfers between medical care facilities or non-emergency medical transfers.",NA,https://www.iaff.org/presumptive-health/il/,2026-05-23
IL,Illinois,respiratory,"tuberculosis, disease of the lungs or respiratory tract",firefighter,statute,TRUE,TRUE,5,TRUE,NA,NA,TRUE,5-year employment minimum at time of filing for WC/OD Acts; disease must manifest during active service for pension provisions.,NA,40 ILCS 5/4-110.1; 40 ILCS 5/6-151.1; 820 ILCS 305; 820 ILCS 310,https://www.ilga.gov/Documents/legislation/ilcs/documents/004000050K4-110.1.htm,"Tuberculosis and lung/respiratory disease covered under all four statutory provisions. Article 4 (5-year minimum), Article 6 (7-year minimum). Pre-employment exam required under pension provisions.",NA,https://www.iaff.org/presumptive-health/il/,2026-05-23
IL,Illinois,respiratory,"lung or respiratory disease or condition, tuberculosis",emt_paramedic,statute,TRUE,TRUE,5,NA,NA,NA,NA,5-year minimum at time of filing Application for Adjustment of Claim.,NA,820 ILCS 305; 820 ILCS 310,https://www.ilga.gov/Documents/legislation/ilcs/documents/082003050K6.htm,"Covers EMT, EMT-I, A-EMT, and paramedic. Private-employer/medical-transfer exclusion applies.",NA,https://www.iaff.org/presumptive-health/il/,2026-05-23
IL,Illinois,infectious,"AIDS, hepatitis C, bloodborne pathogens, MRSA (contagious staph infection)",firefighter,statute,TRUE,TRUE,5,TRUE,NA,NA,TRUE,Article 6 requires disease during active service. WC/OD Acts require 5 years at time of filing.,NA,40 ILCS 5/6-151.1; 820 ILCS 305; 820 ILCS 310,https://www.ilga.gov/Documents/legislation/ilcs/documents/004000050K6-151.1.htm,"AIDS and hepatitis C covered in Article 6 (cities over 500K; 7-year minimum) and WC/OD Acts. MRSA covered under all three WC/OD-related provisions. Pre-employment exam required under Article 6: if exam discloses AIDS, hepatitis C, or MRSA, firefighter loses entitlement until subsequent exam shows no impairment.",NA,https://www.iaff.org/presumptive-health/il/,2026-05-23
IL,Illinois,infectious,"bloodborne pathogens, MRSA (contagious staph infection), tuberculosis",emt_paramedic,statute,TRUE,TRUE,5,NA,NA,NA,NA,5-year minimum at time of filing Application for Adjustment of Claim.,NA,820 ILCS 305; 820 ILCS 310,https://www.ilga.gov/Documents/legislation/ilcs/documents/082003050K6.htm,"Covers EMT, EMT-I, A-EMT, and paramedic. Private-employer/medical-transfer exclusion applies.",NA,https://www.iaff.org/presumptive-health/il/,2026-05-23
IL,Illinois,mental,post-traumatic stress disorder (PTSD),firefighter,statute,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,40 ILCS 5/4-112,https://www.ilga.gov/Documents/legislation/ilcs/documents/004000050K4-112.htm,"Illinois has no PTSD workers' compensation presumption. HB3529 (103rd GA, 2023) proposed adding PTSD to the WC presumption list but was not enacted. 40 ILCS 5/4-112 — the statute cited here — governs frequency of re-examinations and provides anti-retaliation protections for firefighters already receiving disability pension benefits; it does not create a presumption that PTSD is occupationally related and does not shift any burden of proof. Illinois first responders with PTSD must meet the general WC standard ('sudden, severe emotional shock traceable to a definite time, place and cause') — a significantly higher bar than a presumption.",NA,https://www.iaff.org/presumptive-health/il/,2026-05-23
IL,Illinois,other,"hernia, hearing loss",firefighter,statute,TRUE,TRUE,5,NA,NA,NA,NA,5-year minimum at time of filing Application for Adjustment of Claim.,NA,820 ILCS 305; 820 ILCS 310,https://www.ilga.gov/Documents/legislation/ilcs/documents/082003050K6.htm,Hernia and hearing loss explicitly included in the rebuttable presumption under both the Workers' Compensation Act and the Workers' Occupational Diseases Act.,NA,https://www.iaff.org/presumptive-health/il/,2026-05-23
IL,Illinois,other,"hernia, hearing loss",emt_paramedic,statute,TRUE,TRUE,5,NA,NA,NA,NA,5-year minimum at time of filing Application for Adjustment of Claim.,NA,820 ILCS 305; 820 ILCS 310,https://www.ilga.gov/Documents/legislation/ilcs/documents/082003050K6.htm,"Hernia and hearing loss explicitly included for EMT, EMT-I, A-EMT, and paramedic. Private-employer/medical-transfer exclusion applies.",NA,https://www.iaff.org/presumptive-health/il/,2026-05-23
IN,Indiana,cancer,exposure-related cancer — cancer caused by a known carcinogen to which an individual is at risk for occupational exposure (as recognized by IARC or NIOSH),firefighter,pension,TRUE,TRUE,NA,NA,60,NA,FALSE,Former employee must have terminated employment not more than 60 months (5 years) before diagnosis; individual must be either actively employed or have terminated not more than 60 months earlier at time of diagnosis.,TRUE,IC 5-10-15-9,https://codes.findlaw.com/in/title-5-state-and-local-administration/in-code-sect-5-10-15-9.html,"NOTE: Indiana's WC system (IC 22-3-7-2) explicitly excludes municipal firefighters and police officers who are members of pension funds. These benefits are pension disability presumptions only, not workers' compensation presumptions. Applies to full-time employees of state or political subdivision. Tobacco exclusion: chapter does not apply to any individual who used tobacco products in any form in the 5 years before diagnosis. At time of diagnosis: must be actively employed OR have terminated employment not more than 60 months earlier. Presumption is rebuttable by competent evidence.",NA,https://www.iaff.org/presumptive-health/in/,2026-05-23
IN,Indiana,cancer,exposure-related cancer — cancer caused by a known carcinogen to which an individual is at risk for occupational exposure,emt_paramedic,pension,TRUE,TRUE,NA,NA,60,NA,FALSE,Must be actively employed or have terminated not more than 60 months before diagnosis.,TRUE,IC 5-10-15-9,https://codes.findlaw.com/in/title-5-state-and-local-administration/in-code-sect-5-10-15-9.html,"NOTE: Indiana's WC system (IC 22-3-7-2) explicitly excludes municipal firefighters and police officers who are members of pension funds. These benefits are pension disability presumptions only, not workers' compensation presumptions. Applies to full-time emergency medical services providers as defined in IC 16-41-10-1. Tobacco exclusion: no tobacco use in the 5 years before diagnosis. Rebuttable by competent evidence.",NA,https://www.iaff.org/presumptive-health/in/,2026-05-23
IN,Indiana,cancer,exposure-related cancer — cancer caused by a known carcinogen to which an individual is at risk for occupational exposure,law_enforcement,pension,TRUE,TRUE,NA,NA,60,NA,FALSE,Must be actively employed or have terminated not more than 60 months before diagnosis.,TRUE,IC 5-10-15-9,https://codes.findlaw.com/in/title-5-state-and-local-administration/in-code-sect-5-10-15-9.html,"NOTE: Indiana's WC system (IC 22-3-7-2) explicitly excludes municipal firefighters and police officers who are members of pension funds. These benefits are pension disability presumptions only, not workers' compensation presumptions. Applies to full-time members of a police department as defined in IC 36-8-1-9. Tobacco exclusion: no tobacco use in the 5 years before diagnosis. Rebuttable by competent evidence.",NA,https://www.iaff.org/presumptive-health/in/,2026-05-23
IN,Indiana,cardiovascular,exposure-related heart or lung disease — disease or impairment of cardiovascular system caused by occupational exposure,firefighter,pension,TRUE,TRUE,NA,NA,60,NA,FALSE,Must be actively employed or have terminated not more than 60 months before diagnosis.,TRUE,IC 5-10-15-9,https://codes.findlaw.com/in/title-5-state-and-local-administration/in-code-sect-5-10-15-9.html,"NOTE: Indiana's WC system (IC 22-3-7-2) explicitly excludes municipal firefighters and police officers who are members of pension funds. These benefits are pension disability presumptions only, not workers' compensation presumptions. Full-time firefighters only. Tobacco exclusion: chapter does not apply to individuals who used tobacco in the 5 years before diagnosis. Rebuttable by competent evidence.",NA,https://www.iaff.org/presumptive-health/in/,2026-05-23
IN,Indiana,cardiovascular,exposure-related heart or lung disease — disease or impairment of cardiovascular system,emt_paramedic,pension,TRUE,TRUE,NA,NA,60,NA,FALSE,Must be actively employed or have terminated not more than 60 months before diagnosis.,TRUE,IC 5-10-15-9,https://codes.findlaw.com/in/title-5-state-and-local-administration/in-code-sect-5-10-15-9.html,"NOTE: Indiana's WC system (IC 22-3-7-2) explicitly excludes municipal firefighters and police officers who are members of pension funds. These benefits are pension disability presumptions only, not workers' compensation presumptions. Full-time EMS providers. Tobacco exclusion applies. Rebuttable by competent evidence.",NA,https://www.iaff.org/presumptive-health/in/,2026-05-23
IN,Indiana,cardiovascular,exposure-related heart or lung disease — disease or impairment of cardiovascular system,law_enforcement,pension,TRUE,TRUE,NA,NA,60,NA,FALSE,Must be actively employed or have terminated not more than 60 months before diagnosis.,TRUE,IC 5-10-15-9,https://codes.findlaw.com/in/title-5-state-and-local-administration/in-code-sect-5-10-15-9.html,"NOTE: Indiana's WC system (IC 22-3-7-2) explicitly excludes municipal firefighters and police officers who are members of pension funds. These benefits are pension disability presumptions only, not workers' compensation presumptions. Full-time law enforcement. Tobacco exclusion applies. Rebuttable by competent evidence.",NA,https://www.iaff.org/presumptive-health/in/,2026-05-23
IN,Indiana,respiratory,exposure-related lung disease — disease or impairment of respiratory system caused by occupational exposure,firefighter,pension,TRUE,TRUE,NA,NA,60,NA,FALSE,Must be actively employed or have terminated not more than 60 months before diagnosis.,TRUE,IC 5-10-15-9,https://codes.findlaw.com/in/title-5-state-and-local-administration/in-code-sect-5-10-15-9.html,"NOTE: Indiana's WC system (IC 22-3-7-2) explicitly excludes municipal firefighters and police officers who are members of pension funds. These benefits are pension disability presumptions only, not workers' compensation presumptions. Full-time firefighters only. Tobacco exclusion applies (no tobacco use in 5 years before diagnosis). Rebuttable by competent evidence.",NA,https://www.iaff.org/presumptive-health/in/,2026-05-23
IN,Indiana,respiratory,exposure-related lung disease — disease or impairment of respiratory system,emt_paramedic,pension,TRUE,TRUE,NA,NA,60,NA,FALSE,Must be actively employed or have terminated not more than 60 months before diagnosis.,TRUE,IC 5-10-15-9,https://codes.findlaw.com/in/title-5-state-and-local-administration/in-code-sect-5-10-15-9.html,"NOTE: Indiana's WC system (IC 22-3-7-2) explicitly excludes municipal firefighters and police officers who are members of pension funds. These benefits are pension disability presumptions only, not workers' compensation presumptions. Full-time EMS providers. Tobacco exclusion applies. Rebuttable by competent evidence.",NA,https://www.iaff.org/presumptive-health/in/,2026-05-23
IN,Indiana,respiratory,exposure-related lung disease — disease or impairment of respiratory system,law_enforcement,pension,TRUE,TRUE,NA,NA,60,NA,FALSE,Must be actively employed or have terminated not more than 60 months before diagnosis.,TRUE,IC 5-10-15-9,https://codes.findlaw.com/in/title-5-state-and-local-administration/in-code-sect-5-10-15-9.html,"NOTE: Indiana's WC system (IC 22-3-7-2) explicitly excludes municipal firefighters and police officers who are members of pension funds. These benefits are pension disability presumptions only, not workers' compensation presumptions. Full-time law enforcement. Tobacco exclusion applies. Rebuttable by competent evidence.",NA,https://www.iaff.org/presumptive-health/in/,2026-05-23
IN,Indiana,mental,mental illness / mental health disability (including PTSD),firefighter,pension,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,IC 36-8-8.3; IC 36-8-8-12.5; IC 36-8-8-13.1,https://codes.findlaw.com/in/title-36-local-government/in-code-sect-36-8-8-3-1.html,"Indiana's workers' compensation system (IC 22-3-7-2) explicitly excludes municipal firefighters and police officers who are members of pension funds -- so these benefits are pension disability provisions, not workers' compensation presumptions. This applies to 1977 Fund members (firefighters under IC 36-8-8). Mental health disability is treated as a Class 1 impairment, the same as occupational disease. The review process works like this: an initial 2-year provisional period requiring active treatment, a panel reevaluation at the end of that period, a second 2-year provisional period if the firefighter is still impaired, and permanent disability status if impairment continues after the second evaluation. This applies to final determinations made after December 31, 2012, and the employer pays for mental health care during both provisional periods. Importantly, this is a claims-administration and review-panel procedure for an existing mental-health disability pathway -- it does not create or reflect any presumption that a mental-health condition, including PTSD, is duty-related. Indiana has no PTSD or mental-health presumption of any kind.",NA,https://www.iaff.org/presumptive-health/in/,2026-05-23
IN,Indiana,mental,mental illness / mental health disability (including PTSD),law_enforcement,pension,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,IC 36-8-8.3; IC 36-8-8-12.5; IC 36-8-8-13.1,https://codes.findlaw.com/in/title-36-local-government/in-code-sect-36-8-8-3-1.html,"Indiana's workers' compensation system (IC 22-3-7-2) explicitly excludes municipal firefighters and police officers who are members of pension funds -- so these benefits are pension disability provisions, not workers' compensation presumptions. This applies to 1977 Fund members, both police officers and firefighters, under IC 36-8-8. The review panel includes an active or retired police officer or firefighter, depending on which fund member is being evaluated, and uses the same two-stage provisional-period structure described for firefighters. The employer pays for mental health care during the provisional periods. Importantly, this is a claims-administration and review-panel procedure for an existing mental-health disability pathway -- it does not create or reflect any presumption that a mental-health condition, including PTSD, is duty-related. Indiana has no PTSD or mental-health presumption of any kind.",NA,https://www.iaff.org/presumptive-health/in/,2026-05-23
IN,Indiana,other,exposure-related Parkinson's disease — caused by a toxin or head trauma known to increase risk for Parkinson's disease,firefighter,pension,TRUE,TRUE,NA,NA,60,NA,FALSE,Must be actively employed or have terminated not more than 60 months before diagnosis.,TRUE,IC 5-10-15-5.5; IC 5-10-15-9,https://codes.findlaw.com/in/title-5-state-and-local-administration/in-code-sect-5-10-15-9.html,"NOTE: Indiana's WC system (IC 22-3-7-2) explicitly excludes municipal firefighters and police officers who are members of pension funds. These benefits are pension disability presumptions only, not workers' compensation presumptions. Parkinson's disease explicitly added as a presumptive condition (IC 5-10-15-5.5 added by P.L.59-2009). Must be caused by toxin or head trauma known to increase Parkinson's risk AND to which individual is at risk for occupational exposure. Tobacco exclusion applies. Rebuttable by competent evidence.",NA,https://www.iaff.org/presumptive-health/in/,2026-05-23
IN,Indiana,other,exposure-related Parkinson's disease,emt_paramedic,pension,TRUE,TRUE,NA,NA,60,NA,FALSE,Must be actively employed or have terminated not more than 60 months before diagnosis.,TRUE,IC 5-10-15-5.5; IC 5-10-15-9,https://codes.findlaw.com/in/title-5-state-and-local-administration/in-code-sect-5-10-15-9.html,"NOTE: Indiana's WC system (IC 22-3-7-2) explicitly excludes municipal firefighters and police officers who are members of pension funds. These benefits are pension disability presumptions only, not workers' compensation presumptions. Full-time EMS providers. Tobacco exclusion applies. Rebuttable by competent evidence.",NA,https://www.iaff.org/presumptive-health/in/,2026-05-23
IN,Indiana,other,exposure-related Parkinson's disease,law_enforcement,pension,TRUE,TRUE,NA,NA,60,NA,FALSE,Must be actively employed or have terminated not more than 60 months before diagnosis.,TRUE,IC 5-10-15-5.5; IC 5-10-15-9,https://codes.findlaw.com/in/title-5-state-and-local-administration/in-code-sect-5-10-15-9.html,"NOTE: Indiana's WC system (IC 22-3-7-2) explicitly excludes municipal firefighters and police officers who are members of pension funds. These benefits are pension disability presumptions only, not workers' compensation presumptions. Full-time law enforcement. Tobacco exclusion applies. Rebuttable by competent evidence.",NA,https://www.iaff.org/presumptive-health/in/,2026-05-23
KS,Kansas,cancer,"cancer which may result from exposure to heat, radiation, or a known carcinogen",firefighter,pension,TRUE,TRUE,5,NA,NA,NA,NA,NA,NA,K.S.A. 74-4952,https://ksrevisor.gov/statutes/chapters/ch74/074_049_0052.html,"NOTE: This benefit runs through the Kansas Police and Firemen's Retirement System (KP&F / KPERS pension track), not the workers' compensation system. The presumption applies to disability retirement claims, not WC claims. Cancer presumption limited to types that 'may, in general, result from exposure to heat, radiation, or a known carcinogen.' Same re-entry restriction applies. Part of KPERS pension system.",NA,https://www.iaff.org/presumptive-health/ks/,2026-05-23
